停止理由,セル番号,停止開始時刻,停止解消時刻,停止時間,大工程,中工程,MU名
故障,substrateInspectione_1,2024/05/30 20:41:07.6377,2024/05/30 20:41:20.7323,13.0946,JSS_PA,substrateInspectione,WhiteBody:3478
故障,FLRCOMP_1,2024/05/30 20:40:54.4989,2024/05/30 20:41:35.2257,40.7268,JSS_WE,FLRCOMP,WhiteBody:3793
故障,coatingInspection_1,2024/05/30 20:42:30.6363,2024/05/30 20:43:15.5368,44.9005,JSS_PA,coatingInspection,WhiteBody:3281
故障,substrateInspectione_1,2024/05/30 20:42:59.1538,2024/05/30 20:43:25.8060,26.6523,JSS_PA,substrateInspectione,WhiteBody:3480
故障,FRFLR_1,2024/05/30 20:42:49.0637,2024/05/30 20:43:44.2296,55.1659,JSS_WE,FRFLR,WhiteBody:3811
故障,substrateInspectione_1,2024/05/30 20:43:45.7916,2024/05/30 20:43:59.5004,13.7088,JSS_PA,substrateInspectione,WhiteBody:3481
故障,sealer_1,2024/05/30 20:44:14.1397,2024/05/30 20:44:25.8299,11.6902,JSS_PA,sealer,WhiteBody:3545
故障,F3_1,2024/05/30 20:44:18.4778,2024/05/30 20:44:39.9959,21.5181,JSS_WE,F3,WhiteBody:3721
故障,sealerOV_1,2024/05/30 20:44:44.5383,2024/05/30 20:45:26.4543,41.9160,JSS_PA,sealerOV,WhiteBody:3511
故障,G_1,2024/05/30 20:44:47.7800,2024/05/30 20:45:41.4250,53.6450,JSS_AF,G,WhiteBody:2920
故障,FRFLR_1,2024/05/30 20:45:49.2063,2024/05/30 20:46:11.2957,22.0894,JSS_WE,FRFLR,WhiteBody:3814
故障,G_1,2024/05/30 20:46:02.4780,2024/05/30 20:46:18.6662,16.1883,JSS_AF,G,WhiteBody:2920
故障,F3_1,2024/05/30 20:48:08.2822,2024/05/30 20:48:14.3997,6.1175,JSS_WE,F3,WhiteBody:3724
故障,F2_1,2024/05/30 20:47:52.7091,2024/05/30 20:48:23.0184,30.3093,JSS_WE,F2,WhiteBody:3738
故障,substrateInspectione_1,2024/05/30 20:48:51.6732,2024/05/30 20:48:58.5600,6.8867,JSS_PA,substrateInspectione,WhiteBody:3486
故障,F3_1,2024/05/30 20:48:41.7593,2024/05/30 20:49:12.5721,30.8128,JSS_WE,F3,WhiteBody:3725
故障,substrateInspectione_1,2024/05/30 20:51:12.6813,2024/05/30 20:51:29.6458,16.9644,JSS_PA,substrateInspectione,WhiteBody:3488
故障,substrateInspectione_1,2024/05/30 20:55:28.0999,2024/05/30 20:55:37.7162,9.6164,JSS_PA,substrateInspectione,WhiteBody:3492
故障,CROSSTAR_1,2024/05/30 20:57:14.0106,2024/05/30 20:57:24.1388,10.1283,JSS_WE,RRDOOR,SubPart:10072
故障,FLRCOMP_1,2024/05/30 20:57:14.4777,2024/05/30 20:58:11.6323,57.1546,JSS_WE,FLRCOMP,WhiteBody:3810
故障,sealer_1,2024/05/30 20:57:52.6898,2024/05/30 20:58:27.7531,35.0633,JSS_PA,sealer,WhiteBody:3558
故障,BRAZE_1,2024/05/30 21:00:12.6667,2024/05/30 21:00:49.2001,36.5334,JSS_WE,BRAZE,WhiteBody:3787
故障,FRFLR_1,2024/05/30 21:01:13.1036,2024/05/30 21:01:45.0887,31.9851,JSS_WE,FRFLR,WhiteBody:3830
故障,removeJig_1,2024/05/30 21:01:44.2692,2024/05/30 21:01:54.1327,9.8635,JSS_PA,removeJig,WhiteBody:3191
故障,sealer_1,2024/05/30 21:02:13.5975,2024/05/30 21:02:21.8205,8.2230,JSS_PA,sealer,WhiteBody:3562
故障,D_1,2024/05/30 21:02:12.1569,2024/05/30 21:02:24.9446,12.7877,JSS_AF,D,WhiteBody:3025
故障,F3_1,2024/05/30 21:02:25.7507,2024/05/30 21:02:40.6724,14.9217,JSS_WE,F3,WhiteBody:3738
故障,removeJig_1,2024/05/30 21:03:23.3206,2024/05/30 21:04:36.3409,1:13.0203,JSS_PA,removeJig,WhiteBody:3193
故障,substrateInspectione_1,2024/05/30 21:08:04.3309,2024/05/30 21:08:33.7287,29.3978,JSS_PA,substrateInspectione,WhiteBody:3505
故障,D_1,2024/05/30 21:07:43.6507,2024/05/30 21:08:49.9133,1:06.2626,JSS_AF,D,WhiteBody:3031
故障,BRAZE_1,2024/05/30 21:09:15.3713,2024/05/30 21:09:23.3618,7.9904,JSS_WE,BRAZE,WhiteBody:3796
故障,TGSub_1,2024/05/30 21:08:45.7072,2024/05/30 21:09:26.6236,40.9163,JSS_WE,TGSub,SubPart:10102
故障,substrateInspectione_1,2024/05/30 21:09:57.1164,2024/05/30 21:10:09.9297,12.8132,JSS_PA,substrateInspectione,WhiteBody:3507
故障,substrateInspectione_1,2024/05/30 21:10:24.7021,2024/05/30 21:11:13.3556,48.6535,JSS_PA,substrateInspectione,WhiteBody:3507
故障,removeJig_1,2024/05/30 21:11:28.3858,2024/05/30 21:11:41.1847,12.7989,JSS_PA,removeJig,WhiteBody:3200
故障,FRFLR_1,2024/05/30 21:11:22.4161,2024/05/30 21:12:10.4191,48.0031,JSS_WE,FRFLR,WhiteBody:3840
故障,substrateInspectione_1,2024/05/30 21:12:25.5816,2024/05/30 21:12:30.4614,4.8798,JSS_PA,substrateInspectione,WhiteBody:3508
故障,FRFLR_1,2024/05/30 21:13:28.1752,2024/05/30 21:14:03.4066,35.2314,JSS_WE,FRFLR,WhiteBody:3841
故障,liquidWrapping_1,2024/05/30 21:13:26.9976,2024/05/30 21:14:03.5238,36.5261,JSS_PA,liquidWrapping,WhiteBody:3223
故障,sealerOV_1,2024/05/30 21:16:08.6198,2024/05/30 21:16:30.0478,21.4281,JSS_PA,sealerOV,WhiteBody:3542
故障,BRAZE_1,2024/05/30 21:16:52.8279,2024/05/30 21:17:01.5426,8.7147,JSS_WE,BRAZE,WhiteBody:3804
故障,BRAZE_1,2024/05/30 21:20:32.4302,2024/05/30 21:20:45.3594,12.9292,JSS_WE,BRAZE,WhiteBody:3808
故障,substrateInspectione_1,2024/05/30 21:22:30.8064,2024/05/30 21:22:47.2329,16.4265,JSS_PA,substrateInspectione,WhiteBody:3519
故障,removeJig_1,2024/05/30 21:24:54.0178,2024/05/30 21:25:21.5539,27.5361,JSS_PA,removeJig,WhiteBody:3213
故障,TGSub_1,2024/05/30 21:25:18.3672,2024/05/30 21:25:35.8479,17.4807,JSS_WE,TGSub,SubPart:10144
故障,substrateInspectione_1,2024/05/30 21:25:17.1905,2024/05/30 21:25:57.6366,40.4461,JSS_PA,substrateInspectione,WhiteBody:3522
故障,FRFLR_1,2024/05/30 21:27:17.3138,2024/05/30 21:27:28.4798,11.1661,JSS_WE,FRFLR,WhiteBody:3855
故障,INNFRM_GW_1,2024/05/30 21:26:15.3447,2024/05/30 21:27:30.6738,1:15.3291,JSS_WE,INNFRM_GW,WhiteBody:3826
故障,substrateInspectione_1,2024/05/30 21:27:44.3208,2024/05/30 21:27:56.8272,12.5064,JSS_PA,substrateInspectione,WhiteBody:3523
故障,FLRCOMP_1,2024/05/30 21:26:57.3189,2024/05/30 21:28:09.7078,1:12.3889,JSS_WE,FLRCOMP,WhiteBody:3840
故障,FRFLR_1,2024/05/30 21:29:27.0086,2024/05/30 21:29:45.9624,18.9538,JSS_WE,FRFLR,WhiteBody:3857
故障,substrateInspectione_1,2024/05/30 21:31:48.4410,2024/05/30 21:32:15.5656,27.1246,JSS_PA,substrateInspectione,WhiteBody:3528
故障,sealerOV_1,2024/05/30 21:32:05.7942,2024/05/30 21:33:11.3564,1:05.5622,JSS_PA,sealerOV,WhiteBody:3558
故障,removeJig_1,2024/05/30 21:33:40.4160,2024/05/30 21:34:45.9349,1:05.5189,JSS_PA,removeJig,WhiteBody:3222
故障,sealer_1,2024/05/30 21:45:57.3878,2024/05/30 21:46:16.9903,19.6025,JSS_PA,sealer,WhiteBody:3595
故障,BRAZE_1,2024/05/30 21:46:35.3650,2024/05/30 21:46:55.6867,20.3217,JSS_WE,BRAZE,WhiteBody:3824
故障,coatingInspection_1,2024/05/30 21:47:03.3421,2024/05/30 21:47:04.0778,0.7358,JSS_PA,coatingInspection,WhiteBody:3335
故障,FRFLR_1,2024/05/30 21:46:57.8179,2024/05/30 21:47:24.1420,26.3241,JSS_WE,FRFLR,WhiteBody:3865
故障,BRAZE_1,2024/05/30 21:47:35.8166,2024/05/30 21:48:03.5403,27.7237,JSS_WE,BRAZE,WhiteBody:3825
故障,substrateInspectione_1,2024/05/30 21:48:53.3516,2024/05/30 21:49:07.1380,13.7864,JSS_PA,substrateInspectione,WhiteBody:3535
故障,F1_1,2024/05/30 21:48:27.8849,2024/05/30 21:49:43.0638,1:15.1789,JSS_WE,F1,WhiteBody:3800
故障,substrateInspectione_1,2024/05/30 21:49:35.8048,2024/05/30 21:49:51.8179,16.0131,JSS_PA,substrateInspectione,WhiteBody:3535
故障,F3_1,2024/05/30 21:51:06.8511,2024/05/30 21:51:23.1630,16.3119,JSS_WE,F3,WhiteBody:3777
故障,INNFRM_GW_1,2024/05/30 21:51:18.1259,2024/05/30 21:52:39.1149,1:20.9890,JSS_WE,INNFRM_GW,WhiteBody:3840
故障,G_1,2024/05/30 21:55:07.9314,2024/05/30 21:55:28.3360,20.4046,JSS_AF,G,WhiteBody:2978
故障,removeJig_1,2024/05/30 21:55:37.0564,2024/05/30 21:55:54.3158,17.2594,JSS_PA,removeJig,WhiteBody:3233
故障,substrateInspectione_1,2024/05/30 21:55:52.5527,2024/05/30 21:56:14.4188,21.8661,JSS_PA,substrateInspectione,WhiteBody:3541
故障,coatingInspection_1,2024/05/30 21:58:45.9512,2024/05/30 21:58:56.0770,10.1258,JSS_PA,coatingInspection,WhiteBody:3347
故障,substrateInspectione_1,2024/05/30 21:59:09.0214,2024/05/30 21:59:23.3612,14.3397,JSS_PA,substrateInspectione,WhiteBody:3544
故障,substrateInspectione_1,2024/05/30 21:59:24.3074,2024/05/30 21:59:38.0148,13.7074,JSS_PA,substrateInspectione,WhiteBody:3544
故障,FLRCOMP_1,2024/05/30 21:59:51.3189,2024/05/30 22:00:27.8274,36.5085,JSS_WE,FLRCOMP,WhiteBody:3863
故障,substrateInspectione_1,2024/05/30 22:00:41.0413,2024/05/30 22:00:56.4905,15.4492,JSS_PA,substrateInspectione,WhiteBody:3546
故障,CROSSTAR_1,2024/05/30 22:01:51.6112,2024/05/30 22:02:24.4243,32.8130,JSS_WE,RRDOOR,SubPart:10223
故障,A_1,2024/05/30 22:02:14.1592,2024/05/30 22:02:39.0891,24.9299,JSS_AF,A,WhiteBody:3187
故障,substrateInspectione_1,2024/05/30 22:02:34.9587,2024/05/30 22:02:39.3417,4.3829,JSS_PA,substrateInspectione,WhiteBody:3547
故障,liquidWrapping_1,2024/05/30 22:01:53.8507,2024/05/30 22:02:41.1467,47.2961,JSS_PA,liquidWrapping,WhiteBody:3260
故障,substrateInspectione_1,2024/05/30 22:03:20.9447,2024/05/30 22:03:30.9352,9.9905,JSS_PA,substrateInspectione,WhiteBody:3548
故障,substrateInspectione_1,2024/05/30 22:04:21.5667,2024/05/30 22:04:36.8773,15.3107,JSS_PA,substrateInspectione,WhiteBody:3549
故障,CROSSTAR_1,2024/05/30 22:06:16.7896,2024/05/30 22:07:00.8369,44.0473,JSS_WE,RRDOOR,SubPart:10236
故障,removeJig_1,2024/05/30 22:07:13.9187,2024/05/30 22:07:41.6435,27.7248,JSS_PA,removeJig,WhiteBody:3245
故障,FRFLR_1,2024/05/30 22:07:34.9769,2024/05/30 22:08:30.1944,55.2175,JSS_WE,FRFLR,WhiteBody:3886
故障,BRAZE_1,2024/05/30 22:10:06.2309,2024/05/30 22:10:11.1605,4.9296,JSS_WE,BRAZE,WhiteBody:3847
故障,substrateInspectione_1,2024/05/30 22:09:52.6599,2024/05/30 22:10:24.6063,31.9464,JSS_PA,substrateInspectione,WhiteBody:3554
故障,removeJig_1,2024/05/30 22:09:59.2278,2024/05/30 22:10:55.6218,56.3941,JSS_PA,removeJig,WhiteBody:3247
故障,CROSSTAR_1,2024/05/30 22:10:56.6935,2024/05/30 22:11:27.0299,30.3364,JSS_WE,RRDOOR,SubPart:10249
故障,coatingInspection_1,2024/05/30 22:12:09.9708,2024/05/30 22:12:13.2532,3.2823,JSS_PA,coatingInspection,WhiteBody:3360
故障,D_1,2024/05/30 22:12:24.9266,2024/05/30 22:12:58.7484,33.8218,JSS_AF,D,WhiteBody:3084
故障,FLRCOMP_1,2024/05/30 22:12:34.3983,2024/05/30 22:13:30.5462,56.1479,JSS_WE,FLRCOMP,WhiteBody:3876
故障,BRAZE_1,2024/05/30 22:17:57.5207,2024/05/30 22:18:15.5236,18.0029,JSS_WE,BRAZE,WhiteBody:3855
故障,INNFRM_GW_1,2024/05/30 22:17:34.5647,2024/05/30 22:18:29.8644,55.2998,JSS_WE,INNFRM_GW,WhiteBody:3867
故障,BRAZE_1,2024/05/30 22:19:00.9572,2024/05/30 22:19:18.2314,17.2742,JSS_WE,BRAZE,WhiteBody:3856
故障,sealer_1,2024/05/30 22:21:04.2550,2024/05/30 22:21:13.8152,9.5603,JSS_PA,sealer,WhiteBody:3630
故障,substrateInspectione_1,2024/05/30 22:23:45.5039,2024/05/30 22:23:56.0602,10.5562,JSS_PA,substrateInspectione,WhiteBody:3569
故障,sealerOV_1,2024/05/30 22:25:19.0271,2024/05/30 22:25:57.9113,38.8842,JSS_PA,sealerOV,WhiteBody:3600
故障,substrateInspectione_1,2024/05/30 22:26:37.7060,2024/05/30 22:26:51.5154,13.8094,JSS_PA,substrateInspectione,WhiteBody:3571
故障,F1_1,2024/05/30 22:26:20.5217,2024/05/30 22:26:55.4394,34.9177,JSS_WE,F1,WhiteBody:3837
故障,sealer_1,2024/05/30 22:26:03.7510,2024/05/30 22:26:59.1052,55.3542,JSS_PA,sealer,WhiteBody:3635
故障,TGSub_1,2024/05/30 22:26:50.8433,2024/05/30 22:27:16.2891,25.4458,JSS_WE,TGSub,SubPart:10290
故障,insertJig_1,2024/05/30 22:26:46.2731,2024/05/30 22:27:24.2179,37.9448,JSS_PA,insertJig,WhiteBody:3790
故障,F3_1,2024/05/30 22:29:04.6665,2024/05/30 22:29:15.2689,10.6024,JSS_WE,F3,WhiteBody:3815
故障,C_1,2024/05/30 22:31:21.9391,2024/05/30 22:31:32.1086,10.1695,JSS_AF,C,WhiteBody:3136
故障,INNFRM_GW_1,2024/05/30 22:28:22.4663,2024/05/30 22:33:04.3354,4:41.8692,JSS_WE,INNFRM_GW,WhiteBody:3877
故障,removeJig_1,2024/05/30 22:33:43.1016,2024/05/30 22:34:05.7760,22.6743,JSS_PA,removeJig,WhiteBody:3270
故障,CROSSTAR_1,2024/05/30 22:34:00.8794,2024/05/30 22:34:29.2408,28.3614,JSS_WE,RRDOOR,SubPart:10310
故障,F2_1,2024/05/30 22:35:56.0382,2024/05/30 22:36:04.7118,8.6736,JSS_WE,F2,WhiteBody:3837
故障,removeJig_1,2024/05/30 22:37:10.1904,2024/05/30 22:37:34.5049,24.3145,JSS_PA,removeJig,WhiteBody:3273
故障,removeJig_1,2024/05/30 22:38:31.0404,2024/05/30 22:38:34.4782,3.4379,JSS_PA,removeJig,WhiteBody:3274
故障,sealerOV_1,2024/05/30 22:38:41.1978,2024/05/30 22:38:42.7606,1.5627,JSS_PA,sealerOV,WhiteBody:3612
故障,A_1,2024/05/30 22:39:39.7563,2024/05/30 22:40:19.2090,39.4528,JSS_AF,A,WhiteBody:3224
故障,BRAZE_1,2024/05/30 22:40:16.0332,2024/05/30 22:40:39.7551,23.7218,JSS_WE,BRAZE,WhiteBody:3873
故障,FRFLR_1,2024/05/30 22:41:24.0504,2024/05/30 22:42:10.3157,46.2652,JSS_WE,FRFLR,WhiteBody:3918
故障,sealerOV_1,2024/05/30 22:42:48.6854,2024/05/30 22:43:26.0749,37.3895,JSS_PA,sealerOV,WhiteBody:3616
故障,FRFLR_1,2024/05/30 22:42:26.0215,2024/05/30 22:43:27.3144,1:01.2929,JSS_WE,FRFLR,WhiteBody:3918
故障,BRAZE_1,2024/05/30 22:43:36.3215,2024/05/30 22:43:42.5150,6.1935,JSS_WE,BRAZE,WhiteBody:3876
故障,liquidWrapping_1,2024/05/30 22:43:16.4893,2024/05/30 22:43:48.0441,31.5548,JSS_PA,liquidWrapping,WhiteBody:3301
故障,substrateInspectione_1,2024/05/30 22:46:08.3187,2024/05/30 22:46:23.9789,15.6602,JSS_PA,substrateInspectione,WhiteBody:3592
故障,substrateInspectione_1,2024/05/30 22:47:06.8984,2024/05/30 22:47:13.3175,6.4191,JSS_PA,substrateInspectione,WhiteBody:3593
故障,TGSub_1,2024/05/30 22:46:54.3981,2024/05/30 22:47:22.2304,27.8323,JSS_WE,TGSub,SubPart:10341
故障,removeJig_1,2024/05/30 22:50:02.0928,2024/05/30 22:50:27.6852,25.5924,JSS_PA,removeJig,WhiteBody:3286
故障,substrateInspectione_1,2024/05/30 22:51:29.5338,2024/05/30 22:51:50.7927,21.2589,JSS_PA,substrateInspectione,WhiteBody:3597
故障,CROSSTAR_1,2024/05/30 22:52:27.5148,2024/05/30 22:52:32.1808,4.6660,JSS_WE,RRDOOR,SubPart:10353
故障,INNFRM_GW_1,2024/05/30 22:52:06.8769,2024/05/30 22:53:23.2337,1:16.3568,JSS_WE,INNFRM_GW,WhiteBody:3897
故障,removeJig_1,2024/05/30 22:52:50.8036,2024/05/30 22:53:28.0407,37.2371,JSS_PA,removeJig,WhiteBody:3289
故障,A_1,2024/05/30 22:53:19.6423,2024/05/30 22:53:32.3261,12.6838,JSS_AF,A,WhiteBody:3237
故障,D_1,2024/05/30 22:53:56.8486,2024/05/30 22:54:07.7471,10.8985,JSS_AF,D,WhiteBody:3125
故障,substrateInspectione_1,2024/05/30 22:53:49.6787,2024/05/30 22:54:13.1065,23.4279,JSS_PA,substrateInspectione,WhiteBody:3599
故障,coatingInspection_1,2024/05/30 22:53:41.3851,2024/05/30 22:54:39.5042,58.1191,JSS_PA,coatingInspection,WhiteBody:3401
故障,CROSSTAR_1,2024/05/30 22:56:04.9559,2024/05/30 22:56:53.7026,48.7467,JSS_WE,RRDOOR,SubPart:10363
故障,coatingInspection_1,2024/05/30 22:57:15.3329,2024/05/30 22:57:21.4593,6.1264,JSS_PA,coatingInspection,WhiteBody:3403
故障,substrateInspectione_1,2024/05/30 22:55:57.9935,2024/05/30 22:57:22.3234,1:24.3299,JSS_PA,substrateInspectione,WhiteBody:3601
故障,substrateInspectione_1,2024/05/30 22:59:08.3484,2024/05/30 22:59:24.3252,15.9768,JSS_PA,substrateInspectione,WhiteBody:3603
故障,insertJig_1,2024/05/30 22:59:10.3448,2024/05/30 22:59:40.7612,30.4164,JSS_PA,insertJig,WhiteBody:3823
故障,BRAZE_1,2024/05/30 22:59:51.8108,2024/05/30 23:00:40.7082,48.8974,JSS_WE,BRAZE,WhiteBody:3892
故障,substrateInspectione_1,2024/05/30 23:01:24.9365,2024/05/30 23:01:41.4116,16.4751,JSS_PA,substrateInspectione,WhiteBody:3605
故障,sealer_1,2024/05/30 23:01:10.8171,2024/05/30 23:01:55.0774,44.2603,JSS_PA,sealer,WhiteBody:3669
故障,liquidWrapping_1,2024/05/30 23:03:05.5496,2024/05/30 23:03:57.3737,51.8241,JSS_PA,liquidWrapping,WhiteBody:3320
故障,liquidWrapping_1,2024/05/30 23:05:08.1099,2024/05/30 23:05:57.5823,49.4724,JSS_PA,liquidWrapping,WhiteBody:3321
故障,substrateInspectione_1,2024/05/30 23:06:40.7272,2024/05/30 23:06:47.2346,6.5074,JSS_PA,substrateInspectione,WhiteBody:3610
故障,substrateInspectione_1,2024/05/30 23:06:53.6050,2024/05/30 23:07:24.7127,31.1077,JSS_PA,substrateInspectione,WhiteBody:3610
故障,removeJig_1,2024/05/30 23:08:11.3821,2024/05/30 23:08:19.5556,8.1735,JSS_PA,removeJig,WhiteBody:3304
故障,INNFRM_GW_1,2024/05/30 23:06:56.2086,2024/05/30 23:08:58.9892,2:02.7806,JSS_WE,INNFRM_GW,WhiteBody:3911
故障,substrateInspectione_1,2024/05/30 23:09:55.7549,2024/05/30 23:10:03.7598,8.0049,JSS_PA,substrateInspectione,WhiteBody:3613
故障,coatingInspection_1,2024/05/30 23:11:12.1281,2024/05/30 23:11:42.3204,30.1923,JSS_PA,coatingInspection,WhiteBody:3416
故障,F2_1,2024/05/30 23:11:32.5088,2024/05/30 23:12:18.1311,45.6224,JSS_WE,F2,WhiteBody:3870
故障,substrateInspectione_1,2024/05/30 23:12:23.8206,2024/05/30 23:12:40.8335,17.0129,JSS_PA,substrateInspectione,WhiteBody:3616
故障,removeJig_1,2024/05/30 23:12:58.6372,2024/05/30 23:13:11.7204,13.0832,JSS_PA,removeJig,WhiteBody:3308
故障,sealer_1,2024/05/30 23:12:24.5370,2024/05/30 23:13:26.1959,1:01.6589,JSS_PA,sealer,WhiteBody:3679
故障,removeJig_1,2024/05/30 23:14:10.8257,2024/05/30 23:14:14.7930,3.9673,JSS_PA,removeJig,WhiteBody:3309
故障,sealerOV_1,2024/05/30 23:15:03.5456,2024/05/30 23:15:09.0873,5.5417,JSS_PA,sealerOV,WhiteBody:3648
故障,removeJig_1,2024/05/30 23:14:34.8123,2024/05/30 23:15:11.7080,36.8958,JSS_PA,removeJig,WhiteBody:3310
故障,FRFLR_1,2024/05/30 23:18:40.3377,2024/05/30 23:18:46.9926,6.6549,JSS_WE,FRFLR,WhiteBody:3953
故障,substrateInspectione_1,2024/05/30 23:19:19.4927,2024/05/30 23:19:23.0816,3.5889,JSS_PA,substrateInspectione,WhiteBody:3623
故障,sealer_1,2024/05/30 23:19:28.0563,2024/05/30 23:19:29.0003,0.9441,JSS_PA,sealer,WhiteBody:3685
故障,F2_1,2024/05/30 23:21:57.0430,2024/05/30 23:22:12.2048,15.1618,JSS_WE,F2,WhiteBody:3879
故障,FRFLR_1,2024/05/30 23:21:43.5254,2024/05/30 23:22:12.3539,28.8286,JSS_WE,FRFLR,WhiteBody:3956
故障,sealer_1,2024/05/30 23:22:04.6085,2024/05/30 23:23:16.8240,1:12.2155,JSS_PA,sealer,WhiteBody:3688
故障,BRAZE_1,2024/05/30 23:24:47.9653,2024/05/30 23:25:02.7891,14.8238,JSS_WE,BRAZE,WhiteBody:3916
故障,removeJig_1,2024/05/30 23:24:22.7418,2024/05/30 23:25:22.2829,59.5410,JSS_PA,removeJig,WhiteBody:3319
故障,coatingInspection_1,2024/05/30 23:25:04.0293,2024/05/30 23:25:23.7915,19.7622,JSS_PA,coatingInspection,WhiteBody:3430
故障,FRFLR_1,2024/05/30 23:25:15.8638,2024/05/30 23:25:28.6775,12.8137,JSS_WE,FRFLR,WhiteBody:3960
機種CH,FRFLR_1,2024/05/30 23:29:10.2634,2024/05/30 23:31:10.2634,2:00.0000,JSS_WE,FRFLR,WhiteBody:3964
故障,CROSSTAR_1,2024/05/30 23:34:52.2655,2024/05/30 23:35:33.3280,41.0625,JSS_WE,RRDOOR,SubPart:10449
故障,CROSSTAR_1,2024/05/30 23:50:28.4689,2024/05/30 23:50:53.2689,24.8000,JSS_WE,RRDOOR,SubPart:10449
